# 8, 1000
# Nu energy [MeV]X-Sec. [m^2]     Lep. <E> [m^2 MeV]
# Enu            nu_e             nu_e_bar         nu_x             nu_x_bar         nu_e             nu_e_bar         nu_x             nu_x_bar         
35.04            2.8780579E-46    1.2096908E-46    4.7310804E-47    4.0799866E-47    4.8447240E-45    1.2591681E-45    7.3077342E-46    5.9084421E-46    
35.15            2.8863448E-46    1.2131658E-46    4.7445904E-47    4.0916187E-47    4.8728707E-45    1.2665166E-45    7.3499758E-46    5.9425669E-46    
35.25            2.8946317E-46    1.2166409E-46    4.7581003E-47    4.1032508E-47    4.9010989E-45    1.2738864E-45    7.3923391E-46    5.9767901E-46    
35.35            2.9029186E-46    1.2201159E-46    4.7716103E-47    4.1148829E-47    4.9294087E-45    1.2812777E-45    7.4348241E-46    6.0111115E-46    
35.44            2.9112054E-46    1.2235910E-46    4.7851202E-47    4.1265150E-47    4.9578000E-45    1.2886903E-45    7.4774309E-46    6.0455311E-46    
35.54            2.9194923E-46    1.2270660E-46    4.7986301E-47    4.1381471E-47    4.9862728E-45    1.2961243E-45    7.5201593E-46    6.0800490E-46    
35.65            2.9277792E-46    1.2305411E-46    4.8121400E-47    4.1497791E-47    5.0148272E-45    1.3035797E-45    7.5630095E-46    6.1146652E-46    
35.75            2.9360661E-46    1.2340162E-46    4.8256500E-47    4.1614112E-47    5.0434631E-45    1.3110565E-45    7.6059815E-46    6.1493796E-46    
35.85            2.9443530E-46    1.2374912E-46    4.8391599E-47    4.1730433E-47    5.0721806E-45    1.3185547E-45    7.6490751E-46    6.1841922E-46    
35.94            2.9526399E-46    1.2409663E-46    4.8526698E-47    4.1846753E-47    5.1009796E-45    1.3260742E-45    7.6922905E-46    6.2191032E-46    
36.04            2.9609268E-46    1.2444413E-46    4.8661797E-47    4.1963074E-47    5.1298602E-45    1.3336152E-45    7.7356277E-46    6.2541123E-46    
36.15            2.9692137E-46    1.2479164E-46    4.8796897E-47    4.2079395E-47    5.1588222E-45    1.3411775E-45    7.7790865E-46    6.2892198E-46    
36.25            2.9775006E-46    1.2513915E-46    4.8931996E-47    4.2195715E-47    5.1878659E-45    1.3487612E-45    7.8226671E-46    6.3244254E-46    
36.35            2.9857876E-46    1.2548666E-46    4.9067095E-47    4.2312036E-47    5.2169910E-45    1.3563663E-45    7.8663694E-46    6.3597294E-46    
36.44            2.9940745E-46    1.2583416E-46    4.9202194E-47    4.2428356E-47    5.2461977E-45    1.3639928E-45    7.9101935E-46    6.3951316E-46    
36.54            3.0023614E-46    1.2618167E-46    4.9337293E-47    4.2544677E-47    5.2754860E-45    1.3716407E-45    7.9541393E-46    6.4306320E-46    
36.65            3.0106483E-46    1.2652918E-46    4.9472392E-47    4.2660997E-47    5.3048557E-45    1.3793099E-45    7.9982068E-46    6.4662307E-46    
36.75            3.0189353E-46    1.2687669E-46    4.9607491E-47    4.2777317E-47    5.3343070E-45    1.3870006E-45    8.0423960E-46    6.5019277E-46    
36.85            3.0272222E-46    1.2722419E-46    4.9742590E-47    4.2893638E-47    5.3638399E-45    1.3947126E-45    8.0867070E-46    6.5377229E-46    
36.94            3.0355091E-46    1.2757170E-46    4.9877689E-47    4.3009958E-47    5.3934543E-45    1.4024460E-45    8.1311397E-46    6.5736164E-46    
37.04            3.0437961E-46    1.2791921E-46    5.0012788E-47    4.3126279E-47    5.4231502E-45    1.4102008E-45    8.1756941E-46    6.6096081E-46    
37.15            3.0520830E-46    1.2826672E-46    5.0147887E-47    4.3242599E-47    5.4529277E-45    1.4179770E-45    8.2203702E-46    6.6456981E-46    
37.25            3.0603700E-46    1.2861423E-46    5.0282986E-47    4.3358919E-47    5.4827867E-45    1.4257746E-45    8.2651681E-46    6.6818863E-46    
37.35            3.0686569E-46    1.2896173E-46    5.0418085E-47    4.3475239E-47    5.5127272E-45    1.4335936E-45    8.3100877E-46    6.7181728E-46    
37.44            3.0769439E-46    1.2930924E-46    5.0553184E-47    4.3591560E-47    5.5427493E-45    1.4414339E-45    8.3551291E-46    6.7545575E-46    
37.54            3.0852308E-46    1.2965675E-46    5.0688283E-47    4.3707880E-47    5.5728530E-45    1.4492956E-45    8.4002922E-46    6.7910405E-46    
37.65            3.0935178E-46    1.3000426E-46    5.0823382E-47    4.3824200E-47    5.6030381E-45    1.4571788E-45    8.4455770E-46    6.8276218E-46    
37.75            3.1018047E-46    1.3035177E-46    5.0958481E-47    4.3940520E-47    5.6333048E-45    1.4650833E-45    8.4909835E-46    6.8643013E-46    
37.85            3.1100917E-46    1.3069928E-46    5.1093580E-47    4.4056840E-47    5.6636531E-45    1.4730092E-45    8.5365118E-46    6.9010791E-46    
37.94            3.1183787E-46    1.3104679E-46    5.1228679E-47    4.4173160E-47    5.6940828E-45    1.4809565E-45    8.5821617E-46    6.9379551E-46    
38.04            3.1266656E-46    1.3139430E-46    5.1363777E-47    4.4289480E-47    5.7245942E-45    1.4889251E-45    8.6279335E-46    6.9749293E-46    
38.15            3.1349526E-46    1.3174181E-46    5.1498876E-47    4.4405801E-47    5.7551870E-45    1.4969152E-45    8.6738269E-46    7.0120019E-46    
38.25            3.1432396E-46    1.3208932E-46    5.1633975E-47    4.4522121E-47    5.7858614E-45    1.5049266E-45    8.7198421E-46    7.0491727E-46    
38.35            3.1515266E-46    1.3243683E-46    5.1769074E-47    4.4638441E-47    5.8166173E-45    1.5129594E-45    8.7659790E-46    7.0864417E-46    
38.45            3.1598136E-46    1.3278434E-46    5.1904173E-47    4.4754761E-47    5.8474548E-45    1.5210137E-45    8.8122377E-46    7.1238090E-46    
38.54            3.1681005E-46    1.3313185E-46    5.2039271E-47    4.4871081E-47    5.8783738E-45    1.5290893E-45    8.8586180E-46    7.1612745E-46    
38.65            3.1763875E-46    1.3347936E-46    5.2174370E-47    4.4987400E-47    5.9093744E-45    1.5371862E-45    8.9051201E-46    7.1988383E-46    
38.75            3.1846745E-46    1.3382687E-46    5.2309469E-47    4.5103720E-47    5.9404565E-45    1.5453046E-45    8.9517440E-46    7.2365004E-46    
38.85            3.1929615E-46    1.3417438E-46    5.2444567E-47    4.5220040E-47    5.9716201E-45    1.5534444E-45    8.9984895E-46    7.2742607E-46    
38.95            3.2012485E-46    1.3452189E-46    5.2579666E-47    4.5336360E-47    6.0028653E-45    1.5616055E-45    9.0453568E-46    7.3121193E-46    
39.04            3.2095355E-46    1.3486940E-46    5.2714765E-47    4.5452680E-47    6.0341920E-45    1.5697880E-45    9.0923458E-46    7.3500761E-46    
39.15            3.2178225E-46    1.3521691E-46    5.2849863E-47    4.5569000E-47    6.0656002E-45    1.5779920E-45    9.1394566E-46    7.3881312E-46    
39.25            3.2261095E-46    1.3556442E-46    5.2984962E-47    4.5685320E-47    6.0970900E-45    1.5862173E-45    9.1866891E-46    7.4262845E-46    
39.35            3.2343965E-46    1.3591193E-46    5.3120060E-47    4.5801639E-47    6.1286613E-45    1.5944640E-45    9.2340433E-46    7.4645361E-46    
39.45            3.2426836E-46    1.3625944E-46    5.3255159E-47    4.5917959E-47    6.1603142E-45    1.6027320E-45    9.2815192E-46    7.5028859E-46    
39.54            3.2509706E-46    1.3660696E-46    5.3390258E-47    4.6034279E-47    6.1920486E-45    1.6110215E-45    9.3291169E-46    7.5413340E-46    
39.65            3.2592576E-46    1.3695447E-46    5.3525356E-47    4.6150599E-47    6.2238645E-45    1.6193324E-45    9.3768363E-46    7.5798803E-46    
39.75            3.2675446E-46    1.3730198E-46    5.3660455E-47    4.6266918E-47    6.2557620E-45    1.6276646E-45    9.4246774E-46    7.6185250E-46    
39.85            3.2758316E-46    1.3764949E-46    5.3795553E-47    4.6383238E-47    6.2877410E-45    1.6360182E-45    9.4726403E-46    7.6572678E-46    
39.95            3.2841187E-46    1.3799700E-46    5.3930652E-47    4.6499558E-47    6.3198016E-45    1.6443932E-45    9.5207249E-46    7.6961089E-46    
40.04            3.2924057E-46    1.3834451E-46    5.4065750E-47    4.6615877E-47    6.3519437E-45    1.6527896E-45    9.5689312E-46    7.7350483E-46    
40.15            3.3006927E-46    1.3869203E-46    5.4200849E-47    4.6732197E-47    6.3841673E-45    1.6612074E-45    9.6172592E-46    7.7740859E-46    
40.25            3.3089797E-46    1.3903954E-46    5.4335947E-47    4.6848516E-47    6.4164725E-45    1.6696466E-45    9.6657090E-46    7.8132218E-46    
40.35            3.3172668E-46    1.3938705E-46    5.4471046E-47    4.6964836E-47    6.4488592E-45    1.6781071E-45    9.7142805E-46    7.8524559E-46    
40.45            3.3255538E-46    1.3973456E-46    5.4606144E-47    4.7081156E-47    6.4813274E-45    1.6865891E-45    9.7629738E-46    7.8917883E-46    
40.54            3.3338409E-46    1.4008208E-46    5.4741242E-47    4.7197475E-47    6.5138772E-45    1.6950924E-45    9.8117887E-46    7.9312190E-46    
40.65            3.3421279E-46    1.4042959E-46    5.4876341E-47    4.7313795E-47    6.5465085E-45    1.7036171E-45    9.8607254E-46    7.9707479E-46    
40.75            3.3504149E-46    1.4077710E-46    5.5011439E-47    4.7430114E-47    6.5792214E-45    1.7121632E-45    9.9097839E-46    8.0103750E-46    
40.85            3.3587020E-46    1.4112461E-46    5.5146538E-47    4.7546433E-47    6.6120158E-45    1.7207307E-45    9.9589640E-46    8.0501004E-46    
40.95            3.3669890E-46    1.4147213E-46    5.5281636E-47    4.7662753E-47    6.6448917E-45    1.7293196E-45    1.0008266E-45    8.0899241E-46    
41.05            3.3752761E-46    1.4181964E-46    5.5416734E-47    4.7779072E-47    6.6778492E-45    1.7379298E-45    1.0057690E-45    8.1298460E-46    
41.15            3.3835632E-46    1.4216715E-46    5.5551833E-47    4.7895392E-47    6.7108882E-45    1.7465615E-45    1.0107235E-45    8.1698662E-46    
41.25            3.3918502E-46    1.4251467E-46    5.5686931E-47    4.8011711E-47    6.7440088E-45    1.7552145E-45    1.0156902E-45    8.2099846E-46    
41.35            3.4001373E-46    1.4286218E-46    5.5822029E-47    4.8128031E-47    6.7772109E-45    1.7638889E-45    1.0206691E-45    8.2502013E-46    
41.45            3.4084243E-46    1.4320969E-46    5.5957128E-47    4.8244350E-47    6.8104945E-45    1.7725847E-45    1.0256601E-45    8.2905162E-46    
41.55            3.4167114E-46    1.4355721E-46    5.6092226E-47    4.8360669E-47    6.8438597E-45    1.7813019E-45    1.0306634E-45    8.3309294E-46    
41.65            3.4249985E-46    1.4390472E-46    5.6227324E-47    4.8476989E-47    6.8773064E-45    1.7900405E-45    1.0356788E-45    8.3714408E-46    
41.75            3.4332855E-46    1.4425223E-46    5.6362422E-47    4.8593308E-47    6.9108347E-45    1.7988004E-45    1.0407063E-45    8.4120505E-46    
41.85            3.4415726E-46    1.4459975E-46    5.6497521E-47    4.8709627E-47    6.9444445E-45    1.8075818E-45    1.0457461E-45    8.4527585E-46    
41.95            3.4498597E-46    1.4494726E-46    5.6632619E-47    4.8825946E-47    6.9781358E-45    1.8163845E-45    1.0507980E-45    8.4935647E-46    
42.05            3.4581468E-46    1.4529478E-46    5.6767717E-47    4.8942266E-47    7.0119087E-45    1.8252087E-45    1.0558621E-45    8.5344692E-46    
42.15            3.4664338E-46    1.4564229E-46    5.6902815E-47    4.9058585E-47    7.0457631E-45    1.8340542E-45    1.0609383E-45    8.5754719E-46    
42.25            3.4747209E-46    1.4598981E-46    5.7037913E-47    4.9174904E-47    7.0796990E-45    1.8429211E-45    1.0660268E-45    8.6165729E-46    
42.35            3.4830080E-46    1.4633732E-46    5.7173011E-47    4.9291223E-47    7.1137165E-45    1.8518093E-45    1.0711274E-45    8.6577721E-46    
42.45            3.4912951E-46    1.4668483E-46    5.7308110E-47    4.9407542E-47    7.1478155E-45    1.8607190E-45    1.0762402E-45    8.6990696E-46    
42.55            3.4995822E-46    1.4703235E-46    5.7443208E-47    4.9523861E-47    7.1819961E-45    1.8696501E-45    1.0813651E-45    8.7404653E-46    
42.65            3.5078693E-46    1.4737986E-46    5.7578306E-47    4.9640181E-47    7.2162582E-45    1.8786025E-45    1.0865023E-45    8.7819593E-46    
42.75            3.5161564E-46    1.4772738E-46    5.7713404E-47    4.9756500E-47    7.2506018E-45    1.8875763E-45    1.0916516E-45    8.8235516E-46    
42.85            3.5244434E-46    1.4807489E-46    5.7848502E-47    4.9872819E-47    7.2850270E-45    1.8965715E-45    1.0968130E-45    8.8652421E-46    
42.95            3.5327305E-46    1.4842241E-46    5.7983600E-47    4.9989138E-47    7.3195337E-45    1.9055881E-45    1.1019867E-45    8.9070308E-46    
43.05            3.5410176E-46    1.4876992E-46    5.8118698E-47    5.0105457E-47    7.3541220E-45    1.9146261E-45    1.1071725E-45    8.9489178E-46    
43.15            3.5493047E-46    1.4911744E-46    5.8253796E-47    5.0221776E-47    7.3887918E-45    1.9236855E-45    1.1123705E-45    8.9909031E-46    
43.25            3.5575918E-46    1.4946495E-46    5.8388894E-47    5.0338095E-47    7.4235431E-45    1.9327663E-45    1.1175807E-45    9.0329866E-46    
43.35            3.5658789E-46    1.4981247E-46    5.8523992E-47    5.0454414E-47    7.4583760E-45    1.9418684E-45    1.1228030E-45    9.0751684E-46    
43.45            3.5741661E-46    1.5015998E-46    5.8659090E-47    5.0570733E-47    7.4932904E-45    1.9509919E-45    1.1280375E-45    9.1174484E-46    
43.55            3.5824532E-46    1.5050750E-46    5.8794188E-47    5.0687052E-47    7.5282863E-45    1.9601368E-45    1.1332842E-45    9.1598267E-46    
43.65            3.5907403E-46    1.5085502E-46    5.8929286E-47    5.0803371E-47    7.5633638E-45    1.9693032E-45    1.1385431E-45    9.2023033E-46    
43.75            3.5990274E-46    1.5120253E-46    5.9064384E-47    5.0919690E-47    7.5985229E-45    1.9784908E-45    1.1438141E-45    9.2448781E-46    
43.85            3.6073145E-46    1.5155005E-46    5.9199482E-47    5.1036009E-47    7.6337634E-45    1.9876999E-45    1.1490973E-45    9.2875511E-46    
43.95            3.6156016E-46    1.5189756E-46    5.9334580E-47    5.1152328E-47    7.6690855E-45    1.9969304E-45    1.1543927E-45    9.3303224E-46    
44.05            3.6238887E-46    1.5224508E-46    5.9469678E-47    5.1268647E-47    7.7044892E-45    2.0061822E-45    1.1597002E-45    9.3731920E-46    
44.15            3.6321759E-46    1.5259260E-46    5.9604776E-47    5.1384966E-47    7.7399744E-45    2.0154555E-45    1.1650200E-45    9.4161598E-46    
44.25            3.6404630E-46    1.5294011E-46    5.9739874E-47    5.1501284E-47    7.7755411E-45    2.0247501E-45    1.1703519E-45    9.4592259E-46    
44.35            3.6487501E-46    1.5328763E-46    5.9874972E-47    5.1617603E-47    7.8111893E-45    2.0340661E-45    1.1756959E-45    9.5023902E-46    
44.45            3.6570372E-46    1.5363514E-46    6.0010070E-47    5.1733922E-47    7.8469191E-45    2.0434035E-45    1.1810522E-45    9.5456528E-46    
44.55            3.6653244E-46    1.5398266E-46    6.0145168E-47    5.1850241E-47    7.8827305E-45    2.0527623E-45    1.1864206E-45    9.5890136E-46    
44.65            3.6736115E-46    1.5433018E-46    6.0280266E-47    5.1966560E-47    7.9186234E-45    2.0621424E-45    1.1918012E-45    9.6324727E-46    
44.75            3.6818986E-46    1.5467769E-46    6.0415364E-47    5.2082878E-47    7.9545978E-45    2.0715440E-45    1.1971939E-45    9.6760300E-46    
44.85            3.6901858E-46    1.5502521E-46    6.0550462E-47    5.2199197E-47    7.9906537E-45    2.0809669E-45    1.2025989E-45    9.7196856E-46    
44.95            3.6984729E-46    1.5537273E-46    6.0685559E-47    5.2315516E-47    8.0267912E-45    2.0904113E-45    1.2080160E-45    9.7634395E-46    
45.05            3.7067600E-46    1.5572024E-46    6.0820657E-47    5.2431835E-47    8.0630102E-45    2.0998770E-45    1.2134453E-45    9.8072916E-46    
45.15            3.7150472E-46    1.5606776E-46    6.0955755E-47    5.2548153E-47    8.0993108E-45    2.1093641E-45    1.2188867E-45    9.8512420E-46    
45.25            3.7233343E-46    1.5641528E-46    6.1090853E-47    5.2664472E-47    8.1356929E-45    2.1188726E-45    1.2243403E-45    9.8952906E-46    
45.35            3.7316214E-46    1.5676279E-46    6.1225951E-47    5.2780791E-47    8.1721566E-45    2.1284024E-45    1.2298061E-45    9.9394375E-46    
45.45            3.7399086E-46    1.5711031E-46    6.1361048E-47    5.2897110E-47    8.2087018E-45    2.1379537E-45    1.2352841E-45    9.9836826E-46    
45.55            3.7481957E-46    1.5745783E-46    6.1496146E-47    5.3013428E-47    8.2453285E-45    2.1475263E-45    1.2407743E-45    1.0028026E-45    
45.65            3.7564829E-46    1.5780535E-46    6.1631244E-47    5.3129747E-47    8.2820368E-45    2.1571204E-45    1.2462766E-45    1.0072468E-45    
45.75            3.7647700E-46    1.5815286E-46    6.1766342E-47    5.3246066E-47    8.3188266E-45    2.1667358E-45    1.2517911E-45    1.0117007E-45    
45.85            3.7730572E-46    1.5850038E-46    6.1901440E-47    5.3362384E-47    8.3556979E-45    2.1763726E-45    1.2573177E-45    1.0161646E-45    
45.95            3.7813443E-46    1.5884790E-46    6.2036537E-47    5.3478703E-47    8.3926508E-45    2.1860308E-45    1.2628566E-45    1.0206382E-45    
46.05            3.7896315E-46    1.5919542E-46    6.2171635E-47    5.3595021E-47    8.4296852E-45    2.1957104E-45    1.2684076E-45    1.0251217E-45    
46.15            3.7979187E-46    1.5954293E-46    6.2306733E-47    5.3711340E-47    8.4668012E-45    2.2054113E-45    1.2739708E-45    1.0296150E-45    
46.25            3.8062058E-46    1.5989045E-46    6.2441830E-47    5.3827659E-47    8.5039987E-45    2.2151337E-45    1.2795461E-45    1.0341181E-45    
46.35            3.8144930E-46    1.6023797E-46    6.2576928E-47    5.3943977E-47    8.5412777E-45    2.2248774E-45    1.2851337E-45    1.0386310E-45    
46.45            3.8227801E-46    1.6058549E-46    6.2712026E-47    5.4060296E-47    8.5786383E-45    2.2346425E-45    1.2907334E-45    1.0431538E-45    
46.55            3.8310673E-46    1.6093301E-46    6.2847124E-47    5.4176614E-47    8.6160804E-45    2.2444290E-45    1.2963452E-45    1.0476864E-45    
46.65            3.8393545E-46    1.6128052E-46    6.2982221E-47    5.4292933E-47    8.6536041E-45    2.2542369E-45    1.3019693E-45    1.0522288E-45    
46.75            3.8476416E-46    1.6162804E-46    6.3117319E-47    5.4409251E-47    8.6912092E-45    2.2640662E-45    1.3076055E-45    1.0567810E-45    
46.85            3.8559288E-46    1.6197556E-46    6.3252417E-47    5.4525570E-47    8.7288960E-45    2.2739169E-45    1.3132539E-45    1.0613431E-45    
46.95            3.8642160E-46    1.6232308E-46    6.3387514E-47    5.4641888E-47    8.7666642E-45    2.2837890E-45    1.3189145E-45    1.0659150E-45    
47.05            3.8725031E-46    1.6267060E-46    6.3522612E-47    5.4758207E-47    8.8045141E-45    2.2936824E-45    1.3245872E-45    1.0704967E-45    
47.15            3.8807903E-46    1.6301812E-46    6.3657709E-47    5.4874525E-47    8.8424454E-45    2.3035972E-45    1.3302721E-45    1.0750883E-45    
47.25            3.8890775E-46    1.6336563E-46    6.3792807E-47    5.4990844E-47    8.8804583E-45    2.3135334E-45    1.3359692E-45    1.0796896E-45    
47.35            3.8973647E-46    1.6371315E-46    6.3927905E-47    5.5107162E-47    8.9185527E-45    2.3234910E-45    1.3416785E-45    1.0843008E-45    
47.45            3.9056518E-46    1.6406067E-46    6.4063002E-47    5.5223480E-47    8.9567287E-45    2.3334700E-45    1.3473999E-45    1.0889219E-45    
47.55            3.9139390E-46    1.6440819E-46    6.4198100E-47    5.5339799E-47    8.9949862E-45    2.3434704E-45    1.3531335E-45    1.0935527E-45    
47.65            3.9222262E-46    1.6475571E-46    6.4333197E-47    5.5456117E-47    9.0333252E-45    2.3534922E-45    1.3588793E-45    1.0981934E-45    
47.75            3.9305134E-46    1.6510323E-46    6.4468295E-47    5.5572436E-47    9.0717458E-45    2.3635353E-45    1.3646372E-45    1.1028439E-45    
47.85            3.9388006E-46    1.6545075E-46    6.4603393E-47    5.5688754E-47    9.1102479E-45    2.3735998E-45    1.3704074E-45    1.1075042E-45    
47.95            3.9470878E-46    1.6579827E-46    6.4738490E-47    5.5805072E-47    9.1488316E-45    2.3836858E-45    1.3761897E-45    1.1121744E-45    
48.05            3.9553749E-46    1.6614578E-46    6.4873588E-47    5.5921391E-47    9.1874968E-45    2.3937931E-45    1.3819841E-45    1.1168543E-45    
48.15            3.9636621E-46    1.6649330E-46    6.5008685E-47    5.6037709E-47    9.2262435E-45    2.4039217E-45    1.3877908E-45    1.1215441E-45    
48.25            3.9719493E-46    1.6684082E-46    6.5143783E-47    5.6154027E-47    9.2650718E-45    2.4140718E-45    1.3936096E-45    1.1262438E-45    
48.35            3.9802365E-46    1.6718834E-46    6.5278880E-47    5.6270346E-47    9.3039816E-45    2.4242433E-45    1.3994406E-45    1.1309532E-45    
48.45            3.9885237E-46    1.6753586E-46    6.5413978E-47    5.6386664E-47    9.3429730E-45    2.4344361E-45    1.4052837E-45    1.1356725E-45    
48.55            3.9968109E-46    1.6788338E-46    6.5549075E-47    5.6502982E-47    9.3820459E-45    2.4446504E-45    1.4111391E-45    1.1404016E-45    
48.65            4.0050981E-46    1.6823090E-46    6.5684173E-47    5.6619300E-47    9.4212003E-45    2.4548860E-45    1.4170066E-45    1.1451405E-45    
48.75            4.0133853E-46    1.6857842E-46    6.5819270E-47    5.6735619E-47    9.4604363E-45    2.4651430E-45    1.4228863E-45    1.1498893E-45    
48.85            4.0216725E-46    1.6892594E-46    6.5954368E-47    5.6851937E-47    9.4997538E-45    2.4754214E-45    1.4287781E-45    1.1546479E-45    
48.95            4.0299597E-46    1.6927346E-46    6.6089465E-47    5.6968255E-47    9.5391528E-45    2.4857212E-45    1.4346821E-45    1.1594163E-45    
49.05            4.0382469E-46    1.6962098E-46    6.6224563E-47    5.7084573E-47    9.5786334E-45    2.4960424E-45    1.4405983E-45    1.1641945E-45    
49.15            4.0465341E-46    1.6996850E-46    6.6359660E-47    5.7200891E-47    9.6181955E-45    2.5063849E-45    1.4465267E-45    1.1689825E-45    
49.25            4.0548213E-46    1.7031602E-46    6.6494758E-47    5.7317210E-47    9.6578392E-45    2.5167489E-45    1.4524673E-45    1.1737804E-45    
49.35            4.0631085E-46    1.7066354E-46    6.6629855E-47    5.7433528E-47    9.6975644E-45    2.5271342E-45    1.4584200E-45    1.1785881E-45    
49.45            4.0713957E-46    1.7101106E-46    6.6764952E-47    5.7549846E-47    9.7373711E-45    2.5375409E-45    1.4643849E-45    1.1834057E-45    
49.55            4.0796829E-46    1.7135858E-46    6.6900050E-47    5.7666164E-47    9.7772594E-45    2.5479690E-45    1.4703619E-45    1.1882330E-45    
49.65            4.0879701E-46    1.7170610E-46    6.7035147E-47    5.7782482E-47    9.8172292E-45    2.5584185E-45    1.4763512E-45    1.1930702E-45    
49.75            4.0962574E-46    1.7205362E-46    6.7170245E-47    5.7898801E-47    9.8572806E-45    2.5688894E-45    1.4823526E-45    1.1979172E-45    
49.85            4.1045446E-46    1.7240114E-46    6.7305342E-47    5.8015119E-47    9.8974135E-45    2.5793816E-45    1.4883662E-45    1.2027740E-45    
49.95            4.1128318E-46    1.7274866E-46    6.7440439E-47    5.8131437E-47    9.9376279E-45    2.5898953E-45    1.4943919E-45    1.2076407E-45    
50.05            4.1211190E-46    1.7309618E-46    6.7575537E-47    5.8247755E-47    9.9779239E-45    2.6004303E-45    1.5004298E-45    1.2125172E-45    
50.15            4.1294062E-46    1.7344370E-46    6.7710634E-47    5.8364073E-47    1.0018301E-44    2.6109867E-45    1.5064800E-45    1.2174035E-45    
50.25            4.1376934E-46    1.7379122E-46    6.7845732E-47    5.8480391E-47    1.0058760E-44    2.6215645E-45    1.5125422E-45    1.2222996E-45    
50.35            4.1459807E-46    1.7413874E-46    6.7980829E-47    5.8596709E-47    1.0099301E-44    2.6321637E-45    1.5186167E-45    1.2272056E-45    
50.45            4.1542679E-46    1.7448626E-46    6.8115926E-47    5.8713027E-47    1.0139923E-44    2.6427843E-45    1.5247033E-45    1.2321214E-45    
50.55            4.1625551E-46    1.7483378E-46    6.8251024E-47    5.8829345E-47    1.0180627E-44    2.6534263E-45    1.5308021E-45    1.2370470E-45    
50.65            4.1708423E-46    1.7518130E-46    6.8386121E-47    5.8945663E-47    1.0221412E-44    2.6640896E-45    1.5369131E-45    1.2419824E-45    
50.75            4.1791296E-46    1.7552882E-46    6.8521218E-47    5.9061981E-47    1.0262279E-44    2.6747744E-45    1.5430362E-45    1.2469277E-45    
50.85            4.1874168E-46    1.7587634E-46    6.8656316E-47    5.9178299E-47    1.0303227E-44    2.6854805E-45    1.5491715E-45    1.2518828E-45    
50.95            4.1957040E-46    1.7622387E-46    6.8791413E-47    5.9294617E-47    1.0344257E-44    2.6962080E-45    1.5553190E-45    1.2568477E-45    
51.05            4.2039912E-46    1.7657139E-46    6.8926510E-47    5.9410935E-47    1.0385368E-44    2.7069569E-45    1.5614787E-45    1.2618224E-45    
51.15            4.2122785E-46    1.7691891E-46    6.9061607E-47    5.9527253E-47    1.0426561E-44    2.7177272E-45    1.5676505E-45    1.2668070E-45    
51.25            4.2205657E-46    1.7726643E-46    6.9196705E-47    5.9643571E-47    1.0467836E-44    2.7285188E-45    1.5738345E-45    1.2718014E-45    
51.35            4.2288529E-46    1.7761395E-46    6.9331802E-47    5.9759889E-47    1.0509192E-44    2.7393319E-45    1.5800307E-45    1.2768056E-45    
51.45            4.2371402E-46    1.7796147E-46    6.9466899E-47    5.9876207E-47    1.0550629E-44    2.7501663E-45    1.5862390E-45    1.2818197E-45    
51.55            4.2454274E-46    1.7830899E-46    6.9601997E-47    5.9992525E-47    1.0592148E-44    2.7610222E-45    1.5924595E-45    1.2868435E-45    
51.65            4.2537146E-46    1.7865651E-46    6.9737094E-47    6.0108843E-47    1.0633749E-44    2.7718994E-45    1.5986922E-45    1.2918772E-45    
51.75            4.2620019E-46    1.7900403E-46    6.9872191E-47    6.0225161E-47    1.0675431E-44    2.7827980E-45    1.6049371E-45    1.2969207E-45    
51.85            4.2702891E-46    1.7935156E-46    7.0007288E-47    6.0341479E-47    1.0717195E-44    2.7937180E-45    1.6111942E-45    1.3019741E-45    
51.95            4.2785764E-46    1.7969908E-46    7.0142386E-47    6.0457797E-47    1.0759040E-44    2.8046594E-45    1.6174634E-45    1.3070372E-45    
52.05            4.2868636E-46    1.8004660E-46    7.0277483E-47    6.0574115E-47    1.0800967E-44    2.8156221E-45    1.6237448E-45    1.3121102E-45    
52.15            4.2951508E-46    1.8039412E-46    7.0412580E-47    6.0690433E-47    1.0842975E-44    2.8266063E-45    1.6300383E-45    1.3171931E-45    
52.25            4.3034381E-46    1.8074164E-46    7.0547677E-47    6.0806751E-47    1.0885065E-44    2.8376118E-45    1.6363441E-45    1.3222857E-45    
52.35            4.3117253E-46    1.8108916E-46    7.0682774E-47    6.0923068E-47    1.0927236E-44    2.8486387E-45    1.6426620E-45    1.3273882E-45    
52.45            4.3200126E-46    1.8143668E-46    7.0817872E-47    6.1039386E-47    1.0969489E-44    2.8596870E-45    1.6489921E-45    1.3325005E-45    
52.55            4.3282998E-46    1.8178421E-46    7.0952969E-47    6.1155704E-47    1.1011823E-44    2.8707567E-45    1.6553343E-45    1.3376226E-45    
52.65            4.3365871E-46    1.8213173E-46    7.1088066E-47    6.1272022E-47    1.1054239E-44    2.8818478E-45    1.6616887E-45    1.3427545E-45    
52.75            4.3448743E-46    1.8247925E-46    7.1223163E-47    6.1388340E-47    1.1096737E-44    2.8929603E-45    1.6680553E-45    1.3478963E-45    
52.85            4.3531616E-46    1.8282677E-46    7.1358260E-47    6.1504658E-47    1.1139316E-44    2.9040941E-45    1.6744341E-45    1.3530479E-45    
52.95            4.3614488E-46    1.8317429E-46    7.1493358E-47    6.1620976E-47    1.1181977E-44    2.9152494E-45    1.6808251E-45    1.3582093E-45    
