# 4, 8000
# PB Time [s]     Sig./DOM [ ]     
# t               nu_e            nu_e_bar        nu_x            nu_x_bar         
-0.595            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.593            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.591            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.589            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.587            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.585            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.583            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.582            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.580            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.578            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.576            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.574            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.572            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.570            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.568            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.566            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.563            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.561            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.559            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.557            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.555            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.553            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
-0.551            0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
